"time","high","low","open","volumefrom","volumeto","close","conversion_type","conversion_symbol","coin"
2017-05-17,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-18,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-19,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-20,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-21,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-22,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-23,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-24,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-25,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-26,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-27,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-28,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-29,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-30,0,0,0,0,0,0,"direct",NA,"EOS"
2017-05-31,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-01,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-02,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-03,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-04,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-05,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-06,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-07,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-08,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-09,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-10,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-11,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-12,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-13,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-14,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-15,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-16,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-17,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-18,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-19,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-20,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-21,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-22,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-23,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-24,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-25,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-26,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-27,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-28,0,0,0,0,0,0,"direct",NA,"EOS"
2017-06-29,1.406,0.6151,0.8812,90303.1,76704.36,0.8494,"multiply","ETH","EOS"
2017-06-30,1.094,0.7516,0.9568,63051.61,58808.83,0.9327,"multiply","BTC","EOS"
2017-07-01,1.58,0.5361,0.9793,269593.63,343235.29,1.273,"multiply","ETH","EOS"
2017-07-02,3.88,0.9455,1.05,3376175.73,7026243.78,3,"direct",NA,"EOS"
2017-07-03,6.9,2.5,3,5163248.87,21951537.56,4.2,"direct",NA,"EOS"
2017-07-04,4.45,2.56,4.2,5685188.3,18817513.89,3.24,"direct",NA,"EOS"
2017-07-05,3.35,2.61,3.24,2806799.47,8117576.76,2.86,"direct",NA,"EOS"
2017-07-06,3.55,2.83,2.86,3087241.14,10051055.11,3.23,"direct",NA,"EOS"
2017-07-07,3.33,2.62,3.23,2628176.11,7465810.66,2.65,"direct",NA,"EOS"
2017-07-08,2.76,2.05,2.65,3640354.7,8588127.54,2.37,"direct",NA,"EOS"
2017-07-09,2.51,2.07,2.37,2356408.2,5414423.53,2.22,"direct",NA,"EOS"
2017-07-10,2.25,1.44,2.22,4160860.83,7816152.14,1.7,"direct",NA,"EOS"
2017-07-11,1.84,1.4,1.7,5655830.72,8732379.96,1.53,"direct",NA,"EOS"
2017-07-12,2.07,1.41,1.53,3609408.12,6247001.72,1.96,"direct",NA,"EOS"
2017-07-13,2.02,1.58,1.96,2204503.01,3892904.76,1.71,"direct",NA,"EOS"
2017-07-14,1.71,1.46,1.71,2381294.02,3712786.63,1.51,"direct",NA,"EOS"
2017-07-15,1.52,1.28,1.51,3005248.26,4110173.01,1.29,"direct",NA,"EOS"
2017-07-16,1.37,1.12,1.29,2982295.95,3648786.36,1.22,"direct",NA,"EOS"
2017-07-17,1.59,1.2,1.22,3526703.25,4910881.48,1.51,"direct",NA,"EOS"
2017-07-18,1.78,1.44,1.51,3119443.2,5033825.27,1.67,"direct",NA,"EOS"
2017-07-19,1.8,1.39,1.67,2861968.83,4576710.7,1.45,"direct",NA,"EOS"
2017-07-20,1.79,1.41,1.45,2061495,3412364.43,1.71,"direct",NA,"EOS"
2017-07-21,1.98,1.68,1.71,2322747.37,4266150.4,1.79,"direct",NA,"EOS"
2017-07-22,2.08,1.77,1.79,1998596.76,3886531.34,2.03,"direct",NA,"EOS"
2017-07-23,2.18,1.8,2.03,2632662.43,5162630.73,1.91,"direct",NA,"EOS"
2017-07-24,1.99,1.81,1.91,1801483.72,3396305.02,1.9,"direct",NA,"EOS"
2017-07-25,1.91,1.53,1.9,3031368.07,5017566.25,1.67,"direct",NA,"EOS"
2017-07-26,1.74,1.49,1.67,2877282.32,4538640.43,1.66,"direct",NA,"EOS"
2017-07-27,1.94,1.64,1.66,2931375.89,5308046.55,1.91,"direct",NA,"EOS"
2017-07-28,1.98,1.77,1.91,2789325.46,5264663.52,1.8,"direct",NA,"EOS"
2017-07-29,1.87,1.6,1.8,2788418.01,4810950.06,1.81,"direct",NA,"EOS"
2017-07-30,1.89,1.69,1.81,1747337.48,3085982.59,1.79,"direct",NA,"EOS"
2017-07-31,1.81,1.64,1.79,2282435.58,3919388.58,1.72,"direct",NA,"EOS"
2017-08-01,1.83,1.68,1.72,2999734.41,5236301.31,1.77,"direct",NA,"EOS"
2017-08-02,1.93,1.69,1.77,2022382.06,3549752.39,1.76,"direct",NA,"EOS"
2017-08-03,1.81,1.69,1.76,1700739.93,2981679.87,1.78,"direct",NA,"EOS"
2017-08-04,1.85,1.7,1.78,1903311.9,3395697.49,1.78,"direct",NA,"EOS"
2017-08-05,1.96,1.72,1.78,3146503.98,5778221.2,1.86,"direct",NA,"EOS"
2017-08-06,1.88,1.75,1.86,2247834.26,4030809,1.76,"direct",NA,"EOS"
2017-08-07,1.87,1.7,1.76,2934648.28,5206772.94,1.83,"direct",NA,"EOS"
2017-08-08,1.98,1.79,1.83,3428366.67,6442701.97,1.86,"direct",NA,"EOS"
2017-08-09,1.98,1.78,1.86,2442200.35,4507591.73,1.82,"direct",NA,"EOS"
2017-08-10,1.91,1.79,1.82,2506814.62,4646113.72,1.84,"direct",NA,"EOS"
2017-08-11,1.87,1.7,1.84,3429730.56,6178302.06,1.76,"direct",NA,"EOS"
2017-08-12,1.83,1.6,1.76,2886509.73,4966141.68,1.65,"direct",NA,"EOS"
2017-08-13,1.69,1.51,1.65,3545804.22,5671503.7,1.59,"direct",NA,"EOS"
2017-08-14,1.69,1.51,1.59,3050210.6,4853686.68,1.61,"direct",NA,"EOS"
2017-08-15,1.72,1.57,1.61,3186931.03,5240985.67,1.62,"direct",NA,"EOS"
2017-08-16,1.64,1.55,1.62,2688333.05,4261201.18,1.59,"direct",NA,"EOS"
2017-08-17,1.61,1.49,1.59,3336261.31,5121019.91,1.52,"direct",NA,"EOS"
2017-08-18,1.53,1.35,1.52,3315579.8,4806175.24,1.4,"direct",NA,"EOS"
2017-08-19,1.44,1.29,1.4,2784847.17,3802323.95,1.39,"direct",NA,"EOS"
2017-08-20,1.42,1.33,1.39,2502787.71,3418818.62,1.36,"direct",NA,"EOS"
2017-08-21,1.39,1.31,1.36,3248568.81,4382936.64,1.33,"direct",NA,"EOS"
2017-08-22,1.33,1.24,1.33,3599185.83,4568631.88,1.27,"direct",NA,"EOS"
2017-08-23,1.54,1.26,1.27,6147120.04,8702128.78,1.42,"direct",NA,"EOS"
2017-08-24,1.42,1.33,1.42,2784575.77,3807187.79,1.37,"direct",NA,"EOS"
2017-08-25,1.44,1.33,1.37,3019487.01,4134960.74,1.37,"direct",NA,"EOS"
2017-08-26,1.39,1.33,1.37,2348181.8,3183819.08,1.36,"direct",NA,"EOS"
2017-08-27,1.38,1.32,1.36,2335987.77,3134463.2,1.34,"direct",NA,"EOS"
2017-08-28,1.36,1.29,1.34,2663573.5,3538019.21,1.33,"direct",NA,"EOS"
2017-08-29,1.38,1.31,1.33,3297589.4,4410672.73,1.32,"direct",NA,"EOS"
2017-08-30,1.35,1.22,1.32,4528191.96,5856106.4,1.25,"direct",NA,"EOS"
2017-08-31,1.35,1.25,1.25,4992977.51,6523912.58,1.34,"direct",NA,"EOS"
2017-09-01,1.35,1.28,1.34,4217462.33,5539771.2,1.32,"direct",NA,"EOS"
2017-09-02,1.44,1.19,1.32,4145507.83,5435995.92,1.24,"direct",NA,"EOS"
2017-09-03,1.33,1.21,1.24,3851217.54,4887793.51,1.3,"direct",NA,"EOS"
2017-09-04,1.3,0.8219,1.3,11464474.02,11774351.97,0.9142,"direct",NA,"EOS"
2017-09-05,0.9777,0.7502,0.9142,9069276.43,7729943.79,0.923,"direct",NA,"EOS"
2017-09-06,1.16,0.856,0.923,12444570.01,11989392.88,0.9106,"direct",NA,"EOS"
2017-09-07,1.02,0.852,0.9106,10938164.79,10287229.43,0.9828,"direct",NA,"EOS"
2017-09-08,0.9912,0.7804,0.9828,10111247.33,8815302.19,0.8421,"direct",NA,"EOS"
2017-09-09,0.8487,0.7577,0.8421,4294016.92,3424553.48,0.8174,"direct",NA,"EOS"
2017-09-10,0.8193,0.6992,0.8174,5333334.86,3960901.73,0.745,"direct",NA,"EOS"
2017-09-11,0.764,0.7101,0.745,3776355.26,2765708.94,0.735,"direct",NA,"EOS"
2017-09-12,0.8944,0.729,0.735,8435731.28,6731634.24,0.859,"direct",NA,"EOS"
2017-09-13,0.8595,0.6603,0.859,7722195.41,5613781.61,0.7272,"direct",NA,"EOS"
2017-09-14,0.7642,0.5207,0.7272,10475675.53,6929316.48,0.5806,"direct",NA,"EOS"
2017-09-15,0.6782,0.5149,0.5806,7584741.55,4543809.26,0.6511,"direct",NA,"EOS"
2017-09-16,0.6798,0.5781,0.6511,3403913.89,2166344.11,0.624,"direct",NA,"EOS"
2017-09-17,0.649,0.5678,0.624,5779557.65,3524669.55,0.6233,"direct",NA,"EOS"
2017-09-18,0.7075,0.6229,0.6233,4706833.01,3151410.08,0.7049,"direct",NA,"EOS"
2017-09-19,0.7128,0.6465,0.7049,3793052.69,2555517.93,0.6493,"direct",NA,"EOS"
2017-09-20,0.6673,0.6152,0.6493,5368856.37,3416422.01,0.6166,"direct",NA,"EOS"
2017-09-21,0.6293,0.5434,0.6166,7057087.23,4113626.28,0.5671,"direct",NA,"EOS"
2017-09-22,0.5793,0.5312,0.5671,4686103.29,2609360.26,0.5659,"direct",NA,"EOS"
2017-09-23,0.6048,0.5579,0.5659,4676979.33,2705869.15,0.578,"direct",NA,"EOS"
2017-09-24,0.5861,0.5415,0.578,5752514.37,3208145.88,0.5454,"direct",NA,"EOS"
2017-09-25,0.5779,0.5245,0.5454,5548700.33,3122841.2,0.5688,"direct",NA,"EOS"
2017-09-26,0.5854,0.5511,0.5688,5439087.07,3111743.37,0.5614,"direct",NA,"EOS"
2017-09-27,0.6438,0.5569,0.5614,10018302.41,6093032.08,0.6314,"direct",NA,"EOS"
2017-09-28,0.8237,0.6292,0.6314,15721276.6,11634404.43,0.8085,"direct",NA,"EOS"
2017-09-29,0.8435,0.6979,0.8085,11585575.9,8597897.39,0.7146,"direct",NA,"EOS"
2017-09-30,0.7585,0.7061,0.7146,6295691.66,4603840.56,0.7274,"direct",NA,"EOS"
2017-10-01,0.7285,0.6631,0.7274,5416671.8,3774630.91,0.7085,"direct",NA,"EOS"
2017-10-02,0.719,0.6331,0.7085,4999520.77,3348450.08,0.6549,"direct",NA,"EOS"
2017-10-03,0.669,0.6057,0.6549,4478543.48,2841163.42,0.6308,"direct",NA,"EOS"
2017-10-04,0.6347,0.5829,0.6308,4208668.62,2556541.61,0.6008,"direct",NA,"EOS"
2017-10-05,0.6214,0.5752,0.6008,5712256.68,3418564.64,0.6054,"direct",NA,"EOS"
2017-10-06,0.61,0.5862,0.6054,4009236.95,2401400.39,0.6005,"direct",NA,"EOS"
2017-10-07,0.6075,0.5712,0.6005,3773750.62,2213861.98,0.5895,"direct",NA,"EOS"
2017-10-08,0.6174,0.5754,0.5895,5106000.59,3004729.56,0.606,"direct",NA,"EOS"
2017-10-09,0.6061,0.5248,0.606,5888047.93,3385306.22,0.558,"direct",NA,"EOS"
2017-10-10,0.5892,0.5474,0.558,5845242.74,3287961.06,0.552,"direct",NA,"EOS"
2017-10-11,0.6278,0.5468,0.552,7457597.22,4345919.43,0.6076,"direct",NA,"EOS"
2017-10-12,0.642,0.5814,0.6076,7127642.94,4340594.62,0.5947,"direct",NA,"EOS"
2017-10-13,0.6169,0.5483,0.5947,6800937.22,4042813.81,0.5872,"direct",NA,"EOS"
2017-10-14,0.6185,0.5768,0.5872,5779741.41,3466288.99,0.5836,"direct",NA,"EOS"
2017-10-15,0.5918,0.5629,0.5836,4855678.15,2788497.74,0.5738,"direct",NA,"EOS"
2017-10-16,0.5853,0.5593,0.574,4167533.46,2371426.02,0.5608,"direct",NA,"EOS"
2017-10-17,0.5675,0.5374,0.5612,4595599.27,2552997.97,0.5501,"direct",NA,"EOS"
2017-10-18,0.5679,0.511,0.5519,5767658.6,3082220.69,0.5432,"direct",NA,"EOS"
2017-10-19,0.5946,0.5424,0.5434,6873378.88,3901100.2,0.5663,"direct",NA,"EOS"
2017-10-20,0.5888,0.5395,0.5665,5305190.03,2991733.32,0.5395,"direct",NA,"EOS"
2017-10-21,0.541,0.5122,0.5396,6647293.29,3480635.19,0.5284,"direct",NA,"EOS"
2017-10-22,0.5415,0.4979,0.5282,4555572.69,2365226.73,0.5192,"direct",NA,"EOS"
2017-10-23,0.5239,0.4793,0.5189,6067509.04,3006265.54,0.4924,"direct",NA,"EOS"
2017-10-24,0.5512,0.4776,0.4925,5967943.24,3087091.81,0.5176,"direct",NA,"EOS"
2017-10-25,0.5278,0.4856,0.5173,4518208.54,2290713.74,0.5041,"direct",NA,"EOS"
2017-10-26,0.5284,0.5023,0.5038,4110150.58,2126872.46,0.5189,"direct",NA,"EOS"
2017-10-27,0.5237,0.5011,0.5189,3641852.45,1868391.94,0.5213,"direct",NA,"EOS"
2017-10-28,0.5409,0.5165,0.5218,4099844.69,2171490.01,0.5339,"direct",NA,"EOS"
2017-10-29,0.6793,0.5327,0.5336,13487478.35,8282721.68,0.6668,"direct",NA,"EOS"
2017-10-30,0.747,0.6409,0.6671,12955794.25,9021667.54,0.7125,"direct",NA,"EOS"
2017-10-31,0.7826,0.6676,0.7125,9582555.18,6841174.51,0.7826,"direct",NA,"EOS"
2017-11-01,1.33,0.7522,0.7822,36964539.75,35716244.25,1.05,"direct",NA,"EOS"
2017-11-02,1.3,0.916,1.05,31135053.4,34049392.94,1.11,"direct",NA,"EOS"
2017-11-03,1.42,1.06,1.11,25001835.96,31281541.72,1.2,"direct",NA,"EOS"
2017-11-04,1.3,1.04,1.2,17267343.83,20190363.92,1.11,"direct",NA,"EOS"
2017-11-05,1.18,0.973,1.11,14199958.28,15041656.12,1.09,"direct",NA,"EOS"
2017-11-06,1.09,0.9015,1.09,13596521.91,13562909.56,0.9124,"direct",NA,"EOS"
2017-11-07,0.9937,0.9107,0.9123,7738637.44,7388368.45,0.9518,"direct",NA,"EOS"
2017-11-08,1.19,0.9434,0.9517,16679289.17,18144083.77,1.12,"direct",NA,"EOS"
2017-11-09,1.21,1.12,1.12,9167694.71,10712325.57,1.18,"direct",NA,"EOS"
2017-11-10,1.19,0.9844,1.18,10244964.77,11005764.55,1.03,"direct",NA,"EOS"
2017-11-11,1.19,1,1.03,9159475.95,10015980.14,1.16,"direct",NA,"EOS"
2017-11-12,1.19,1.02,1.16,8394417.53,9319549.91,1.09,"direct",NA,"EOS"
2017-11-13,1.19,1.08,1.09,6537330.25,7492603.26,1.18,"direct",NA,"EOS"
2017-11-14,1.69,1.18,1.18,21057867.09,31284841.35,1.68,"direct",NA,"EOS"
2017-11-15,1.73,1.51,1.68,15995802.57,25979233.82,1.67,"direct",NA,"EOS"
2017-11-16,1.87,1.56,1.67,16955963.51,29287595.29,1.67,"direct",NA,"EOS"
2017-11-17,1.82,1.58,1.67,11992099.94,20311991.16,1.74,"direct",NA,"EOS"
2017-11-18,1.99,1.65,1.74,11773271.49,21390803.43,1.92,"direct",NA,"EOS"
2017-11-19,2.06,1.75,1.91,11153672.69,21388039.1,1.88,"direct",NA,"EOS"
2017-11-20,2.05,1.83,1.88,9783694.84,19143342.43,1.99,"direct",NA,"EOS"
2017-11-21,2.12,1.84,1.99,12239367.55,23733914.02,1.91,"direct",NA,"EOS"
2017-11-22,1.99,1.76,1.91,9506691.51,17831198.41,1.89,"direct",NA,"EOS"
2017-11-23,1.98,1.85,1.89,7925618.56,15119870.32,1.88,"direct",NA,"EOS"
2017-11-24,1.91,1.71,1.88,7303428.15,13361558.47,1.88,"direct",NA,"EOS"
2017-11-25,2.07,1.78,1.88,7995090.83,15220203.42,2.05,"direct",NA,"EOS"
2017-11-26,2.71,1.93,2.05,1529705.62,3390936.39,2.46,"direct",NA,"EOS"
2017-11-27,2.96,2.35,2.46,13658945.84,36932451.4,2.86,"direct",NA,"EOS"
2017-11-28,3.06,2.71,2.86,11523237.31,33310024.44,2.76,"direct",NA,"EOS"
2017-11-29,3.36,2.48,2.76,14501126.12,41887552.21,2.71,"direct",NA,"EOS"
2017-11-30,2.98,2.44,2.71,11217226.6,30681545.65,2.84,"direct",NA,"EOS"
2017-12-01,3.25,2.69,2.84,7731310.56,22754467.18,3.22,"direct",NA,"EOS"
2017-12-02,3.98,3.16,3.22,12157858.98,43225605.83,3.91,"direct",NA,"EOS"
2017-12-03,4.12,3.4,3.91,9757224.32,37420561.59,3.58,"direct",NA,"EOS"
2017-12-04,4.2,3.41,3.58,10818305.23,41289807.11,4.04,"direct",NA,"EOS"
2017-12-05,4.57,3.65,4.04,16903094.58,69064180.17,4.19,"direct",NA,"EOS"
2017-12-06,5.12,4.16,4.19,14904676.51,68301459.18,4.47,"direct",NA,"EOS"
2017-12-07,4.47,3.28,4.47,15263393.03,59402340.63,3.89,"direct",NA,"EOS"
2017-12-08,4.5,3.53,3.89,9747608.94,39526763.69,4.22,"direct",NA,"EOS"
2017-12-09,4.63,3.68,4.22,9549082.85,39182987.65,3.98,"direct",NA,"EOS"
2017-12-10,4.01,3.4,3.98,7209159.5,26372941.65,3.67,"direct",NA,"EOS"
2017-12-11,4.48,3.65,3.67,10703236.52,44205898.48,4.39,"direct",NA,"EOS"
2017-12-12,5.88,4.23,4.39,14003648.21,69445612.68,5.08,"direct",NA,"EOS"
2017-12-13,7.28,4.69,5.08,33584621.51,208583796.48,7.28,"direct",NA,"EOS"
2017-12-14,8.7,7.04,7.28,22315609.69,175990593.97,8.2,"direct",NA,"EOS"
2017-12-15,8.36,6.52,8.2,15244024.52,114730452.82,7.93,"direct",NA,"EOS"
2017-12-16,9.29,7.89,7.93,11967893.44,103287522.15,8.35,"direct",NA,"EOS"
2017-12-17,8.99,7.81,8.35,7915233.66,65294868.06,7.97,"direct",NA,"EOS"
2017-12-18,8.97,7.22,7.97,10794400.05,87399002.01,8.88,"direct",NA,"EOS"
2017-12-19,12.49,8.65,8.88,29239967.21,308476717.31,11.49,"direct",NA,"EOS"
2017-12-20,11.7,9.69,11.49,9395415.61,100087015.98,10.44,"direct",NA,"EOS"
2017-12-21,11.85,9.71,10.45,9522150.21,102539472.6,10.64,"direct",NA,"EOS"
2017-12-22,10.66,3.14,10.65,30796008.07,233409143.81,7.69,"direct",NA,"EOS"
2017-12-23,9.25,7.48,7.69,8592167.87,73949389.9,8.26,"direct",NA,"EOS"
2017-12-24,8.42,6.71,8.26,6796919.66,51606674.53,7.99,"direct",NA,"EOS"
2017-12-25,8.83,7.62,7.99,3727887.94,30585091.05,8.15,"direct",NA,"EOS"
2017-12-26,8.71,8.05,8.15,4766304.19,39825469.76,8.6,"direct",NA,"EOS"
2017-12-27,9.41,8.06,8.6,5228997.52,45882343.74,8.72,"direct",NA,"EOS"
2017-12-28,8.76,7.26,8.72,4746439.34,37397942.8,8.1,"direct",NA,"EOS"
2017-12-29,8.73,7.9,8.1,3977974.07,33063363.07,8.12,"direct",NA,"EOS"
2017-12-30,8.19,6.52,8.12,5483898.78,39561494.38,7.08,"direct",NA,"EOS"
2017-12-31,7.82,7,7.08,2386645.58,17720129.43,7.69,"direct",NA,"EOS"
2018-01-01,7.95,7.2,7.69,2129554.08,16182124.81,7.64,"direct",NA,"EOS"
2018-01-02,8.6,7.63,7.64,4643760.32,37943548.37,8.3,"direct",NA,"EOS"
2018-01-03,9.43,7.84,8.3,4364385.03,36750566.6,9.43,"direct",NA,"EOS"
2018-01-04,10.49,9.15,9.43,7078127.9,68944379.74,9.47,"direct",NA,"EOS"
2018-01-05,9.85,8.51,9.47,4358645.81,39367702.71,9.29,"direct",NA,"EOS"
2018-01-06,9.9,8.73,9.29,3087102.87,29054146.06,9.83,"direct",NA,"EOS"
2018-01-07,10.89,9.76,9.83,3815149.8,38918502.73,10.16,"direct",NA,"EOS"
2018-01-08,10.39,8.14,10.16,4984929.56,46591820.4,9.6,"direct",NA,"EOS"
2018-01-09,9.74,8.8,9.6,2231540.79,20872868.4,9.23,"direct",NA,"EOS"
2018-01-10,11.49,8.37,9.23,8396833.07,86012294.9,11.2,"direct",NA,"EOS"
2018-01-11,12.46,8.91,11.2,10763365.92,115951605.7,11.27,"direct",NA,"EOS"
2018-01-12,15.24,10.57,11.27,13168939.99,175879710.07,13.8,"direct",NA,"EOS"
2018-01-13,18.67,13.43,13.8,17913873.5,294136188.45,16,"direct",NA,"EOS"
2018-01-14,16.13,12.9,16,6923820.5,98670786.6,13.23,"direct",NA,"EOS"
2018-01-15,14.7,12.68,13.23,4506690.85,61599316.88,12.78,"direct",NA,"EOS"
2018-01-16,12.98,8.31,12.78,14956533.32,158929640.74,10,"direct",NA,"EOS"
2018-01-17,10.56,7.5,10,11452035.78,103387986.52,10.15,"direct",NA,"EOS"
2018-01-18,11.47,9.65,10.15,5758551.42,60490149.99,10.18,"direct",NA,"EOS"
2018-01-19,11.43,9.74,10.18,4594984.27,48673168.94,11.07,"direct",NA,"EOS"
2018-01-20,15.75,11.04,11.07,10533428.4,144827267.67,15.53,"direct",NA,"EOS"
2018-01-21,15.57,12,15.51,11122430.25,149233104.28,13.47,"direct",NA,"EOS"
2018-01-22,15.14,12.45,13.47,11888558.67,162529908.43,13.38,"direct",NA,"EOS"
2018-01-23,13.92,11.6,13.38,9131139.77,117889152.87,12.88,"direct",NA,"EOS"
2018-01-24,13.97,12.51,12.88,4406319.42,58178915.62,13.9,"direct",NA,"EOS"
2018-01-25,15.09,13.47,13.9,6366632.51,90728372.99,14.25,"direct",NA,"EOS"
2018-01-26,14.8,12.81,14.25,5408892.14,74893464.87,14.24,"direct",NA,"EOS"
2018-01-27,14.74,13.86,14.24,2692772.16,38578052.18,14.38,"direct",NA,"EOS"
2018-01-28,14.97,14.09,14.38,3230702.66,46763405.28,14.75,"direct",NA,"EOS"
2018-01-29,14.85,13.3,14.75,3449065.86,47827947.18,13.54,"direct",NA,"EOS"
2018-01-30,13.6,10.87,13.54,8227358.36,99688763.26,11.35,"direct",NA,"EOS"
2018-01-31,12.25,10.31,11.36,5621230.02,63633373.23,11.98,"direct",NA,"EOS"
2018-02-01,12.17,9.75,11.98,8128306.47,85914653.99,10.03,"direct",NA,"EOS"
2018-02-02,11.09,8.41,10.03,11147711.76,106403040.92,10.23,"direct",NA,"EOS"
2018-02-03,11.25,9.15,10.23,4903735.04,50876511.6,10.64,"direct",NA,"EOS"
2018-02-04,10.85,8.38,10.64,5228214.64,49886702.28,8.89,"direct",NA,"EOS"
2018-02-05,9.3,6.82,8.89,9253162.94,72469479.31,7.06,"direct",NA,"EOS"
2018-02-06,8.47,5.8,7.06,11770911.21,81791456.01,8.29,"direct",NA,"EOS"
2018-02-07,8.97,7.38,8.29,6916911.37,56898859.72,7.67,"direct",NA,"EOS"
2018-02-08,8.79,7.64,7.67,4976168.2,41479525.75,8.31,"direct",NA,"EOS"
2018-02-09,9.61,7.93,8.31,4514893.67,39613927.91,9.48,"direct",NA,"EOS"
2018-02-10,9.9,8.4,9.48,4125667.92,37909871.52,8.9,"direct",NA,"EOS"
2018-02-11,8.92,7.96,8.9,2999634.14,25248958.01,8.33,"direct",NA,"EOS"
2018-02-12,9.35,8.33,8.33,3876654.76,34662763.96,9.13,"direct",NA,"EOS"
2018-02-13,9.2,8.54,9.13,2693248.34,23890849.49,8.94,"direct",NA,"EOS"
2018-02-14,9.92,8.94,8.94,4074929.54,38404990.7,9.85,"direct",NA,"EOS"
2018-02-15,10.12,9.45,9.85,3723932.27,36626120.76,9.84,"direct",NA,"EOS"
2018-02-16,9.95,9.34,9.84,2898713.96,27955640.04,9.84,"direct",NA,"EOS"
2018-02-17,10.06,9.73,9.84,2808548.27,27896156.77,10.02,"direct",NA,"EOS"
2018-02-18,10.05,8.9,10.02,4140035.75,39063214.68,9.06,"direct",NA,"EOS"
2018-02-19,9.65,9.02,9.06,2536893.08,23899754.14,9.49,"direct",NA,"EOS"
2018-02-20,9.8,8.78,9.49,3065821.78,28805936.68,8.88,"direct",NA,"EOS"
2018-02-21,8.93,8.09,8.88,3557024.73,30234547.79,8.34,"direct",NA,"EOS"
2018-02-22,8.65,7.58,8.34,4507176.61,35995904.22,7.78,"direct",NA,"EOS"
2018-02-23,8.53,7.61,7.78,3610862.44,29409230.26,8.26,"direct",NA,"EOS"
2018-02-24,8.46,7.62,8.26,3069105.28,24487295.1,7.9,"direct",NA,"EOS"
2018-02-25,7.96,7.47,7.9,2637594.33,20366252.27,7.69,"direct",NA,"EOS"
2018-02-26,8.33,7.39,7.69,3946327.62,30728075.82,7.99,"direct",NA,"EOS"
2018-02-27,8.83,7.86,7.99,3827130.88,32077140.41,8.39,"direct",NA,"EOS"
2018-02-28,9.13,8.17,8.39,2944520.19,25382716.41,8.19,"direct",NA,"EOS"
2018-03-01,8.57,8.09,8.19,2072049.29,17311442.45,8.55,"direct",NA,"EOS"
2018-03-02,8.7,7.92,8.55,2393158.3,19563191.3,8.02,"direct",NA,"EOS"
2018-03-03,8.28,7.87,8.02,1416121.53,11394964.29,7.92,"direct",NA,"EOS"
2018-03-04,8.16,7.74,7.92,2010733.32,15892301.89,8.15,"direct",NA,"EOS"
2018-03-05,8.29,7.94,8.15,1535929.97,12477673.7,7.95,"direct",NA,"EOS"
2018-03-06,7.95,7.02,7.95,4108704.06,30257108.8,7.13,"direct",NA,"EOS"
2018-03-07,7.29,5.95,7.13,9200041.05,60872863.62,6.43,"direct",NA,"EOS"
2018-03-08,6.7,5.88,6.43,4967679.82,31117578.15,6.1,"direct",NA,"EOS"
2018-03-09,6.18,5.21,6.1,9714270.53,54802035.63,6.02,"direct",NA,"EOS"
2018-03-10,6.45,5.61,6.02,5769808,34772317.71,5.64,"direct",NA,"EOS"
2018-03-11,6.2,5.41,5.64,4639443.94,26935027.41,6.04,"direct",NA,"EOS"
2018-03-12,6.18,5.58,6.04,4058232.17,23819476.76,5.72,"direct",NA,"EOS"
2018-03-13,5.94,5.54,5.72,3834948.11,22139945.27,5.79,"direct",NA,"EOS"
